direction,chrf++,spBLEU(spm-200),spBLEU(spm-100)
tpi_Latn-ayr_Latn,26.2,5.9,8.3
tpi_Latn-azb_Arab,16.9,3.1,2.8
tpi_Latn-azj_Latn,33.7,16.2,14.3
tpi_Latn-bak_Cyrl,35.3,18.3,27.6
tpi_Latn-bam_Latn,26.2,7,9.1
tpi_Latn-ban_Latn,36.5,13.1,14.4
tpi_Latn-bel_Cyrl,33.3,18.7,16.6
tpi_Latn-bem_Latn,31.6,8.9,10.2
tpi_Latn-ben_Beng,34.4,21.8,22.1
tpi_Latn-bho_Deva,32.3,15.3,17.5
tpi_Latn-bjn_Arab,15.1,3.8,3.8
tpi_Latn-bjn_Latn,38.7,14.3,14.3
tpi_Latn-bod_Tibt,24.9,5.5,1.7
tpi_Latn-bos_Latn,41.2,21.7,20.6
tpi_Latn-bug_Latn,28.9,6.8,8
tpi_Latn-bul_Cyrl,43.9,26.3,24.4
tpi_Latn-cat_Latn,45.5,27.4,27.4
tpi_Latn-ceb_Latn,44.5,21.6,22.2
tpi_Latn-ces_Latn,39,22.3,21.1
tpi_Latn-cjk_Latn,21.7,3.2,3.7
tpi_Latn-ckb_Arab,34.8,15.8,17.6
tpi_Latn-crh_Latn,34.8,15.8,17.6
tpi_Latn-cym_Latn,44.8,28.8,29.1
tpi_Latn-dan_Latn,44.2,24.3,23.5
tpi_Latn-deu_Latn,42.9,23.5,21.9
tpi_Latn-dik_Latn,22.1,5.1,6.3
tpi_Latn-dyu_Latn,15,1.9,2.1
tpi_Latn-dzo_Tibt,29,9.1,3
tpi_Latn-ell_Grek,38.3,24.5,22.3
tpi_Latn-eng_Latn,52.8,34.6,34.1
tpi_Latn-epo_Latn,42.4,22.5,23.5
tpi_Latn-est_Latn,39.8,19.6,19.4
tpi_Latn-eus_Latn,37.2,16.4,17
tpi_Latn-ewe_Latn,33.1,12.8,16.8
tpi_Latn-fao_Latn,35.2,16.3,17.2
tpi_Latn-fij_Latn,41.2,18.4,21
tpi_Latn-fin_Latn,39.7,20,19
tpi_Latn-fon_Latn,20,5.5,8.5
tpi_Latn-fra_Latn,44.6,27.3,26.5
tpi_Latn-fur_Latn,38,19.6,20.8
tpi_Latn-fuv_Latn,21.4,4.9,5.2
tpi_Latn-gaz_Latn,30.1,7.7,9.2
tpi_Latn-gla_Latn,39.3,18,21.1
tpi_Latn-gle_Latn,41.9,23.6,26
tpi_Latn-glg_Latn,44.2,24.3,24.7
tpi_Latn-grn_Latn,30.4,11.4,13.1
tpi_Latn-guj_Gujr,35.7,21.2,23.6
tpi_Latn-hat_Latn,39.6,18.7,20.5
tpi_Latn-hau_Latn,38.5,16.2,17.4
tpi_Latn-heb_Hebr,38.7,24.3,22.5
tpi_Latn-hin_Deva,38,21.7,23.1
tpi_Latn-hne_Deva,35.4,18.5,21.8
tpi_Latn-hrv_Latn,41.4,22,20.6
tpi_Latn-hun_Latn,39.3,21.7,20
tpi_Latn-hye_Armn,35.8,22.6,21.9
tpi_Latn-ibo_Latn,32.4,13.3,16.7
tpi_Latn-ilo_Latn,43,18.8,20.1
tpi_Latn-ind_Latn,49.8,27.2,26.9
tpi_Latn-isl_Latn,36.6,20,19.2
tpi_Latn-ita_Latn,42.5,23.2,22.6
tpi_Latn-jav_Latn,40,16.7,18.1
tpi_Latn-jpn_Jpan,19.4,12.7,15.5
tpi_Latn-kab_Latn,29.4,11.5,13.2
tpi_Latn-kac_Latn,32.8,11,12.4
tpi_Latn-kam_Latn,24.2,5.4,6
tpi_Latn-kan_Knda,37.4,23.6,23.9
tpi_Latn-kas_Arab,24.5,12,13.1
tpi_Latn-kas_Deva,13.7,3.2,3.8
tpi_Latn-kat_Geor,35.3,21.7,19.9
tpi_Latn-kaz_Cyrl,36.6,19.1,19.5
tpi_Latn-kbp_Latn,25.5,9.1,16.5
tpi_Latn-kea_Latn,27.4,9.9,10.4
tpi_Latn-khk_Cyrl,32.8,16.9,14.2
tpi_Latn-khm_Khmr,28.2,13.9,12.1
tpi_Latn-kik_Latn,27.8,8.5,13.2
tpi_Latn-kin_Latn,37.4,15.4,19.2
tpi_Latn-kir_Cyrl,34.5,18.2,19.4
tpi_Latn-kmb_Latn,23.5,4,5
tpi_Latn-kmr_Latn,31.6,13,14.3
tpi_Latn-knc_Arab,8.7,5.6,5.6
tpi_Latn-knc_Latn,24.2,6,6.5
tpi_Latn-kon_Latn,40.2,14.2,17.6
tpi_Latn-kor_Hang,23,15.3,16.1
tpi_Latn-lao_Laoo,35.6,18.9,21
tpi_Latn-lij_Latn,34.5,18.5,18.8
tpi_Latn-lim_Latn,33.8,13.2,13
tpi_Latn-lin_Latn,41.3,15.6,18.7
tpi_Latn-lit_Latn,39,19.2,18.9
tpi_Latn-lmo_Latn,27.9,7.3,7.2
tpi_Latn-ltg_Latn,33.5,15.6,16.9
tpi_Latn-ltz_Latn,38,18.5,19.9
tpi_Latn-lua_Latn,31.3,7.7,9.3
tpi_Latn-lug_Latn,31.6,8.7,10.2
tpi_Latn-luo_Latn,33,10.8,12.8
tpi_Latn-lus_Latn,33.2,12.1,13.2
tpi_Latn-lvs_Latn,38.7,18.8,19
tpi_Latn-mag_Deva,37.5,20.9,22.7
tpi_Latn-mai_Deva,28.8,12.7,16.3
tpi_Latn-mal_Mlym,34,21.8,21.1
tpi_Latn-mar_Deva,32.5,16.9,17.5
tpi_Latn-min_Latn,39.8,16.6,18.2
tpi_Latn-mkd_Cyrl,43.2,23.8,23.5
tpi_Latn-mlt_Latn,40.4,19.7,24.1
tpi_Latn-mni_Beng,30.4,19.5,28.2
tpi_Latn-mos_Latn,20.7,4.9,8
tpi_Latn-mri_Latn,38.1,15.6,17.2
tpi_Latn-mya_Mymr,23.9,11,13
tpi_Latn-nld_Latn,41.9,21.4,20.5
tpi_Latn-nno_Latn,38,17.3,17.1
tpi_Latn-nob_Latn,41.7,20.5,19.7
tpi_Latn-npi_Deva,29.3,15.6,15.5
tpi_Latn-nso_Latn,40.1,16.5,19.3
tpi_Latn-nus_Latn,25.8,11.5,14.5
tpi_Latn-nya_Latn,36.3,11.8,15.3
tpi_Latn-oci_Latn,40,21.4,21.8
tpi_Latn-ory_Orya,31.2,18.1,20.7
tpi_Latn-pag_Latn,41.2,17.2,18.3
tpi_Latn-pan_Guru,31.5,19.5,21.3
tpi_Latn-pap_Latn,40.5,20.5,21.3
tpi_Latn-pbt_Arab,28.9,14,13.3
tpi_Latn-pes_Arab,36.8,20.6,19.8
tpi_Latn-plt_Latn,38.5,15.4,17.1
tpi_Latn-pol_Latn,36.8,20,17.8
tpi_Latn-por_Latn,46.6,28.6,27.6
tpi_Latn-prs_Arab,37.2,18.5,17.8
tpi_Latn-quy_Latn,24.5,4.7,5.5
tpi_Latn-ron_Latn,40.8,22.1,20.8
tpi_Latn-run_Latn,35,13.8,16.8
tpi_Latn-rus_Cyrl,40.1,23.6,21.5
tpi_Latn-sag_Latn,32.9,9,11.1
tpi_Latn-san_Deva,20.2,5.2,6.6
tpi_Latn-sat_Olck,19.5,11.7,12.4
tpi_Latn-scn_Latn,35.1,14.4,14.9
tpi_Latn-shn_Mymr,29.4,10.9,18.5
tpi_Latn-sin_Sinh,29.8,22,19
tpi_Latn-slk_Latn,40,22.3,21.6
tpi_Latn-slv_Latn,41.2,22.2,21.8
tpi_Latn-smo_Latn,41.4,18.7,22.1
tpi_Latn-sna_Latn,36.8,14.3,17.3
tpi_Latn-snd_Arab,32.7,18,21.5
tpi_Latn-som_Latn,34.8,12.2,12
tpi_Latn-sot_Latn,36.6,13.2,15.4
tpi_Latn-spa_Latn,42.3,22.1,21.7
tpi_Latn-srd_Latn,40,19.9,20.8
tpi_Latn-srp_Cyrl,40,22,21.7
tpi_Latn-ssw_Latn,35.9,14.2,17.1
tpi_Latn-sun_Latn,35.5,13.9,14.4
tpi_Latn-swe_Latn,44,24.6,23.2
tpi_Latn-swh_Latn,43,20.2,20.8
tpi_Latn-szl_Latn,33.9,17.2,18.5
tpi_Latn-tam_Taml,37.9,21,20.6
tpi_Latn-taq_Latn,20.3,3.9,4.5
tpi_Latn-taq_Tfng,15.3,5,5
tpi_Latn-tat_Cyrl,34.8,18.1,24.7
tpi_Latn-tel_Telu,36.2,23,23.4
tpi_Latn-tgk_Cyrl,37,20.6,23.6
tpi_Latn-tgl_Latn,45.3,21.9,22.4
tpi_Latn-tha_Thai,31.4,22.3,14.7
tpi_Latn-tir_Ethi,17.1,10.3,11.9
tpi_Latn-tsn_Latn,40.4,17.6,20.3
tpi_Latn-tso_Latn,40.8,17.7,22.5
tpi_Latn-tuk_Latn,30.8,12.5,16.5
tpi_Latn-tum_Latn,31.7,10.8,14.5
tpi_Latn-tur_Latn,40.3,22.3,21.2
tpi_Latn-twi_Latn,32.3,11.1,15.4
tpi_Latn-tzm_Tfng,25.2,14.1,18.7
tpi_Latn-uig_Arab,24.7,11.7,19.1
tpi_Latn-ukr_Cyrl,37.9,21.2,20
tpi_Latn-umb_Latn,23.5,3,3.9
tpi_Latn-urd_Arab,34.6,18,17.4
tpi_Latn-uzn_Latn,36.3,17.8,19.2
tpi_Latn-vec_Latn,37.1,15.7,15.7
tpi_Latn-vie_Latn,45.6,28.1,27.5
tpi_Latn-war_Latn,44.2,21.4,22.3
tpi_Latn-wol_Latn,25.7,7.9,9.2
tpi_Latn-xho_Latn,35.7,14.3,16.7
tpi_Latn-ydd_Hebr,27.4,9,14.5
tpi_Latn-yor_Latn,21.3,6.1,8.6
tpi_Latn-yue_Hant,13.3,10.1,9
tpi_Latn-zho_Hans,15.8,16.8,14
tpi_Latn-zho_Hant,10,8.3,6.9
tpi_Latn-zsm_Latn,48.8,25.8,25.4
tpi_Latn-zul_Latn,38.7,17.6,20.3
tsn_Latn-ace_Arab,14.1,3.5,3.7
tsn_Latn-ace_Latn,30.9,8.2,8.9
tsn_Latn-acm_Arab,12.4,1.4,1.1
tsn_Latn-acq_Arab,27.5,12.9,10.5
tsn_Latn-aeb_Arab,22.2,6.2,4.6
tsn_Latn-afr_Latn,43.8,21.8,22.1
tsn_Latn-ajp_Arab,33.7,18,14.6
tsn_Latn-aka_Latn,30.1,8.7,12.5
tsn_Latn-als_Latn,42.1,22.4,22.6
tsn_Latn-amh_Ethi,23.2,16,17.7
tsn_Latn-apc_Arab,34.2,19.1,16
tsn_Latn-arb_Arab,38.8,23.7,20.3
tsn_Latn-ars_Arab,31.1,16.8,14
tsn_Latn-ary_Arab,29,13.6,10.6
tsn_Latn-arz_Arab,33.8,18.6,15.4
tsn_Latn-asm_Beng,26.1,13.7,17
tsn_Latn-ast_Latn,40.7,19.2,20.4
tsn_Latn-awa_Deva,27.9,13,14.1
tsn_Latn-ayr_Latn,26.4,5.5,8.2
tsn_Latn-azb_Arab,17.3,2.9,2.7
tsn_Latn-azj_Latn,33.5,15.9,14.2
tsn_Latn-bak_Cyrl,34.2,17.3,26.8
tsn_Latn-bam_Latn,25.7,6.6,9.1
tsn_Latn-ban_Latn,35.3,12.1,13.8
tsn_Latn-bel_Cyrl,31.9,16.9,14.9
tsn_Latn-bem_Latn,32.7,9.6,11.4
tsn_Latn-ben_Beng,34.6,20.8,21.8
tsn_Latn-bho_Deva,32.3,14.7,17
tsn_Latn-bjn_Arab,13.1,3.9,3.8
tsn_Latn-bjn_Latn,38.5,14,14.1
tsn_Latn-bod_Tibt,26.2,6,1.5
tsn_Latn-bos_Latn,41.1,21.8,20.6
tsn_Latn-bug_Latn,29.1,6.8,8.2
tsn_Latn-bul_Cyrl,43.5,25.6,23.9
tsn_Latn-cat_Latn,44.7,26.4,26.3
tsn_Latn-ceb_Latn,44.5,20.8,22.1
tsn_Latn-ces_Latn,39.1,22.7,21.4
tsn_Latn-cjk_Latn,22,3.3,3.8
tsn_Latn-ckb_Arab,35.2,16.1,18
tsn_Latn-crh_Latn,34.9,15.6,17.6
tsn_Latn-cym_Latn,45.7,29.3,29.8
tsn_Latn-dan_Latn,43.4,23,22.5
tsn_Latn-deu_Latn,42.2,22.6,21.1
tsn_Latn-dik_Latn,22.1,5.2,6.8
tsn_Latn-dyu_Latn,14.6,1.7,1.8
tsn_Latn-dzo_Tibt,30.5,10.1,3.1
tsn_Latn-ell_Grek,37.9,23.5,21.2
tsn_Latn-eng_Latn,51.8,32.8,32.4
tsn_Latn-epo_Latn,44.6,24.1,25.9
tsn_Latn-est_Latn,40.1,19.5,19.5
tsn_Latn-eus_Latn,37.6,16.8,17.5
tsn_Latn-ewe_Latn,34.6,13.9,18.6
tsn_Latn-fao_Latn,36.7,18.1,19
tsn_Latn-fij_Latn,41.7,18.4,21.5
tsn_Latn-fin_Latn,40.5,20.3,19.2
tsn_Latn-fon_Latn,20.5,5.6,8.9
tsn_Latn-fra_Latn,45.4,27.8,27
tsn_Latn-fur_Latn,39.4,21,22.6
tsn_Latn-fuv_Latn,21.6,4.8,5.3
tsn_Latn-gaz_Latn,30.1,7.1,8.8
tsn_Latn-gla_Latn,39.7,18.5,21.6
tsn_Latn-gle_Latn,41.7,22.9,25.5
tsn_Latn-glg_Latn,43,22.7,23.2
tsn_Latn-grn_Latn,30.6,11.7,13.9
tsn_Latn-guj_Gujr,35.6,20.4,22.8
tsn_Latn-hat_Latn,38.2,17.2,18.9
tsn_Latn-hau_Latn,37.9,15.4,16.6
tsn_Latn-heb_Hebr,38.6,23.4,21.8
tsn_Latn-hin_Deva,37.6,20.8,22.1
tsn_Latn-hne_Deva,35,17.1,20.9
tsn_Latn-hrv_Latn,41.4,22.1,20.7
tsn_Latn-hun_Latn,39.2,21,19.3
tsn_Latn-hye_Armn,35.8,21.7,21.2
tsn_Latn-ibo_Latn,33,13.7,17.5
tsn_Latn-ilo_Latn,42.9,18.5,20.2
tsn_Latn-ind_Latn,49.4,26.5,26.1
tsn_Latn-isl_Latn,37,20.2,19.4
tsn_Latn-ita_Latn,41.7,22,21.4
tsn_Latn-jav_Latn,40.7,17,18.9
tsn_Latn-jpn_Jpan,18.8,8.9,10.9
tsn_Latn-kab_Latn,29.5,11.7,13.5
tsn_Latn-kac_Latn,33.5,11.1,12.7
tsn_Latn-kam_Latn,24.1,5,6.2
tsn_Latn-kan_Knda,37.4,22.4,23.2
tsn_Latn-kas_Arab,24.3,11,12.4
tsn_Latn-kas_Deva,13.6,2.9,3.6
tsn_Latn-kat_Geor,35,20.5,18.8
tsn_Latn-kaz_Cyrl,37.4,19.4,20
tsn_Latn-kbp_Latn,26.4,9.6,17.1
tsn_Latn-kea_Latn,27.4,9.8,10.3
tsn_Latn-khk_Cyrl,32.6,16.5,14.1
tsn_Latn-khm_Khmr,26,11.2,9.5
tsn_Latn-kik_Latn,31.3,10.7,16.6
tsn_Latn-kin_Latn,38.6,15.7,20.2
tsn_Latn-kir_Cyrl,33.8,17,18.9
tsn_Latn-kmb_Latn,23.5,4,5.1
tsn_Latn-kmr_Latn,32,13.5,14.9
tsn_Latn-knc_Arab,9.2,5.4,5.4
tsn_Latn-knc_Latn,24.2,6.3,6.7
tsn_Latn-kon_Latn,40.5,13.8,17.8
tsn_Latn-kor_Hang,22.8,12.8,13.9
tsn_Latn-lao_Laoo,35.1,14.9,16.8
tsn_Latn-lij_Latn,35.7,19.6,19.9
tsn_Latn-lim_Latn,34.2,13.6,13.7
tsn_Latn-lin_Latn,41.7,15.9,19.2
tsn_Latn-lit_Latn,38.9,19.1,18.9
tsn_Latn-lmo_Latn,27,6.6,6.6
tsn_Latn-ltg_Latn,34.6,17.1,18.7
tsn_Latn-ltz_Latn,38.3,19.1,20.6
tsn_Latn-lua_Latn,32,8.2,10.2
tsn_Latn-lug_Latn,32.6,9.1,10.9
tsn_Latn-luo_Latn,34,11.4,13.6
tsn_Latn-lus_Latn,32.8,11.3,13.4
tsn_Latn-lvs_Latn,38.4,18.3,18.7
tsn_Latn-mag_Deva,37.8,20.2,22.4
tsn_Latn-mai_Deva,29.9,13.4,17.8
tsn_Latn-mal_Mlym,33.4,19.6,19.4
tsn_Latn-mar_Deva,32.7,16.3,16.9
tsn_Latn-min_Latn,40.3,17.4,19.4
tsn_Latn-mkd_Cyrl,43,23.5,23.3
tsn_Latn-mlt_Latn,39.8,18.6,23.8
tsn_Latn-mni_Beng,29.5,17.9,27.8
tsn_Latn-mos_Latn,21.9,5.3,8.8
tsn_Latn-mri_Latn,38.6,16,18.3
tsn_Latn-mya_Mymr,24.9,11.3,13.6
tsn_Latn-nld_Latn,41.6,20.6,19.6
tsn_Latn-nno_Latn,36.7,16.2,16.2
tsn_Latn-nob_Latn,41.3,20.2,19.6
tsn_Latn-npi_Deva,22.8,10.8,10.8
tsn_Latn-nso_Latn,42,18.4,21.6
tsn_Latn-nus_Latn,26.3,12.4,15.5
tsn_Latn-nya_Latn,38.2,12.7,16.9
tsn_Latn-oci_Latn,39.7,20.7,21.4
tsn_Latn-ory_Orya,32,17.3,20.4
tsn_Latn-pag_Latn,38.9,14.7,16.3
tsn_Latn-pan_Guru,31.2,18.8,20.5
tsn_Latn-pap_Latn,41.8,22.6,23.7
tsn_Latn-pbt_Arab,29.8,14.7,14.2
tsn_Latn-pes_Arab,37.2,20.7,20.1
tsn_Latn-plt_Latn,38.5,14.9,16.9
tsn_Latn-pol_Latn,36.2,19.3,17
tsn_Latn-por_Latn,45.8,27.3,26.5
tsn_Latn-prs_Arab,37.8,18.4,17.9
tsn_Latn-quy_Latn,24.3,4.5,5.5
tsn_Latn-ron_Latn,40.6,21.5,20.2
tsn_Latn-run_Latn,36.3,14.9,18.4
tsn_Latn-rus_Cyrl,38.7,21.9,19.8
tsn_Latn-sag_Latn,32.9,8.7,10.8
tsn_Latn-san_Deva,19.6,4.7,6.3
tsn_Latn-sat_Olck,20.2,12.1,13.1
tsn_Latn-scn_Latn,34.6,13.9,14.4
tsn_Latn-shn_Mymr,30.4,11.7,20
tsn_Latn-sin_Sinh,29.3,20.2,17.4
tsn_Latn-slk_Latn,39.7,21.9,21.4
tsn_Latn-slv_Latn,40.8,21.6,21.2
tsn_Latn-smo_Latn,41.6,18.5,22.3
tsn_Latn-sna_Latn,37.4,14.4,17.8
tsn_Latn-snd_Arab,32.7,17.7,21.2
tsn_Latn-som_Latn,36.1,12.8,12.7
tsn_Latn-sot_Latn,38.7,14.8,17.5
tsn_Latn-spa_Latn,41.2,20.4,19.9
tsn_Latn-srd_Latn,40.4,20.4,21.4
tsn_Latn-srp_Cyrl,39.8,21.7,21.6
tsn_Latn-ssw_Latn,37.4,15.6,18.9
tsn_Latn-sun_Latn,34,12.7,13.4
tsn_Latn-swe_Latn,43.7,24.1,22.6
tsn_Latn-swh_Latn,44.3,21.2,22
tsn_Latn-szl_Latn,34.3,17.7,19.3
tsn_Latn-tam_Taml,39,21.3,21.1
tsn_Latn-taq_Latn,20.4,3.8,4.5
tsn_Latn-taq_Tfng,15.7,4.9,5
tsn_Latn-tat_Cyrl,34.8,17.6,25.4
tsn_Latn-tel_Telu,36.1,21.7,22.3
tsn_Latn-tgk_Cyrl,37,20.3,23.7
tsn_Latn-tgl_Latn,46.5,22.7,23.6
tsn_Latn-tha_Thai,31.8,18,11.3
tsn_Latn-tir_Ethi,18.4,10.9,13
tsn_Latn-tpi_Latn,37.5,13.9,18
tsn_Latn-tso_Latn,43.1,19.6,25.2
tsn_Latn-tuk_Latn,31,12.4,17
tsn_Latn-tum_Latn,32.6,11.4,15.4
tsn_Latn-tur_Latn,40,21.2,20.2
tsn_Latn-twi_Latn,33,11.5,16.5
tsn_Latn-tzm_Tfng,27.3,16.2,21.4
tsn_Latn-uig_Arab,28.4,14.4,23.3
tsn_Latn-ukr_Cyrl,37.3,20.3,19.3
tsn_Latn-umb_Latn,23.1,2.9,3.9
tsn_Latn-urd_Arab,34.5,17.4,16.8
tsn_Latn-uzn_Latn,35.8,16.8,18.6
tsn_Latn-vec_Latn,36.3,15,15.1
tsn_Latn-vie_Latn,44.2,26.6,26.1
tsn_Latn-war_Latn,44,20.8,22.2
tsn_Latn-wol_Latn,26.2,8.2,9.9
tsn_Latn-xho_Latn,38.1,15.7,19.2
tsn_Latn-ydd_Hebr,27,8,13.8
tsn_Latn-yor_Latn,21.2,5.9,8.7
tsn_Latn-yue_Hant,12.8,9.8,8.5
tsn_Latn-zho_Hans,15.2,16,13.6
tsn_Latn-zho_Hant,10.2,8.7,7.2
tsn_Latn-zsm_Latn,48.9,25,24.6
tsn_Latn-zul_Latn,42,19.9,23.5
tso_Latn-ace_Arab,14.7,3.9,4.1
tso_Latn-ace_Latn,31.7,8.8,9.3
tso_Latn-acm_Arab,12.7,1.5,1.1
tso_Latn-acq_Arab,28.4,13.6,10.9
tso_Latn-aeb_Arab,21.7,5.8,4.2
tso_Latn-afr_Latn,44.6,22.5,22.9
tso_Latn-ajp_Arab,34.6,18.9,15.3
tso_Latn-aka_Latn,30.8,9.2,13.1
tso_Latn-als_Latn,43,23.6,23.8
tso_Latn-amh_Ethi,24,17.2,18.8
tso_Latn-apc_Arab,35,19.9,16.7
tso_Latn-arb_Arab,39.4,24.4,20.9
tso_Latn-ars_Arab,31.3,17.4,14.3
tso_Latn-ary_Arab,29.9,14.5,11.1
tso_Latn-arz_Arab,35,20,16.6
tso_Latn-asm_Beng,24.2,12.7,15.4
tso_Latn-ast_Latn,41.8,20.4,21.5
tso_Latn-awa_Deva,30.8,15.1,16.3
tso_Latn-ayr_Latn,26.5,5.5,8
tso_Latn-azb_Arab,19.7,4.1,3.7
tso_Latn-azj_Latn,33.8,16.3,14.7
tso_Latn-bak_Cyrl,34.6,17.9,27.1
tso_Latn-bam_Latn,26.3,7.1,9.6
tso_Latn-ban_Latn,36.3,13.3,15
tso_Latn-bel_Cyrl,32.9,18.3,16.2
tso_Latn-bem_Latn,34.3,11.1,12.9
tso_Latn-ben_Beng,35.4,21.6,22.4
tso_Latn-bho_Deva,33.1,15.5,17.9
tso_Latn-bjn_Arab,13.2,4.1,4
tso_Latn-bjn_Latn,39.2,14.8,14.8
tso_Latn-bod_Tibt,26.1,6.1,1.8
tso_Latn-bos_Latn,42.3,23,21.7
tso_Latn-bug_Latn,29.2,7,8.3
tso_Latn-bul_Cyrl,44.2,26.5,24.7
tso_Latn-cat_Latn,45.9,27.7,27.8
tso_Latn-ceb_Latn,45.7,22.5,23.5
tso_Latn-ces_Latn,39.6,23.1,22
tso_Latn-cjk_Latn,22.3,3.3,3.9
tso_Latn-ckb_Arab,36.4,17.1,19
tso_Latn-crh_Latn,35.8,16.6,18.5
tso_Latn-cym_Latn,46.8,30.8,31.2
tso_Latn-dan_Latn,44.3,24,23.4
tso_Latn-deu_Latn,42.9,23.4,22
tso_Latn-dik_Latn,22.8,5.6,6.9
tso_Latn-dyu_Latn,14.8,1.8,1.9
tso_Latn-dzo_Tibt,30.7,10.4,3.3
tso_Latn-ell_Grek,38.7,24.7,22.3
tso_Latn-eng_Latn,53.4,35,34.7
tso_Latn-epo_Latn,45.8,25.8,27.4
tso_Latn-est_Latn,41.1,20.7,20.7
tso_Latn-eus_Latn,39.1,18.2,19
tso_Latn-ewe_Latn,35.3,13.9,18.8
tso_Latn-fao_Latn,37.3,18.5,19.7
tso_Latn-fij_Latn,42.7,19.5,22.5
tso_Latn-fin_Latn,41.3,21,19.8
tso_Latn-fon_Latn,21.2,6.2,9.6
tso_Latn-fra_Latn,45.4,28,27.3
tso_Latn-fur_Latn,40.3,22,23.6
tso_Latn-fuv_Latn,21.8,5.1,5.5
tso_Latn-gaz_Latn,30.5,7.5,9.2
tso_Latn-gla_Latn,40.5,19.5,22.4
tso_Latn-gle_Latn,42.8,24.6,27.1
tso_Latn-glg_Latn,44.4,24.3,24.8
tso_Latn-grn_Latn,31.7,12.7,14.9
tso_Latn-guj_Gujr,34.8,20.3,22.7
tso_Latn-hat_Latn,39.1,18.2,19.9
tso_Latn-hau_Latn,39.4,17,18.2
tso_Latn-heb_Hebr,40,25.1,23.3
tso_Latn-hin_Deva,38.5,22.1,23.3
tso_Latn-hne_Deva,36.4,18.4,22.4
tso_Latn-hrv_Latn,42.2,22.8,21.5
tso_Latn-hun_Latn,40.1,21.8,20
tso_Latn-hye_Armn,36.1,22.3,21.9
tso_Latn-ibo_Latn,33.3,14.2,17.8
tso_Latn-ilo_Latn,44.3,20,21.8
tso_Latn-ind_Latn,50.7,28.7,28.3
tso_Latn-isl_Latn,38.4,21.6,20.8
tso_Latn-ita_Latn,42.7,23.2,22.8
tso_Latn-jav_Latn,41.7,18.5,20.4
tso_Latn-jpn_Jpan,19.2,5.5,6.8
tso_Latn-kab_Latn,29.7,12,13.8
tso_Latn-kac_Latn,33.6,11.4,12.9
tso_Latn-kam_Latn,24.8,5.5,6.5
tso_Latn-kan_Knda,37.9,23.3,23.9
tso_Latn-kas_Arab,25.2,11.6,13
tso_Latn-kas_Deva,14.6,3.5,4.3
tso_Latn-kat_Geor,33.7,19.9,18.4
tso_Latn-kaz_Cyrl,38.8,21.2,21.8
tso_Latn-kbp_Latn,27.3,10.4,18.3
tso_Latn-kea_Latn,28.3,10.4,10.9
tso_Latn-khk_Cyrl,33.7,17.4,15.1
tso_Latn-khm_Khmr,21.3,7.9,6.3
tso_Latn-kik_Latn,32.3,11.3,17.4
tso_Latn-kin_Latn,39.4,16.5,20.9
tso_Latn-kir_Cyrl,34.2,17.7,19.3
tso_Latn-kmb_Latn,24.1,4.2,5.2
tso_Latn-kmr_Latn,32.9,14.3,15.8
tso_Latn-knc_Arab,9.2,6.1,6.2
tso_Latn-knc_Latn,25.2,7,7.3
tso_Latn-kon_Latn,41.5,14.6,18.3
tso_Latn-kor_Hang,22.3,10.8,11.8
tso_Latn-lao_Laoo,34.8,10.7,11.7
tso_Latn-lij_Latn,36.7,20.7,20.9
tso_Latn-lim_Latn,35.6,15,15.1
tso_Latn-lin_Latn,42.5,16.7,19.8
tso_Latn-lit_Latn,39.4,19.9,19.7
tso_Latn-lmo_Latn,27.8,7.1,7.1
tso_Latn-ltg_Latn,36.4,18.6,20.3
tso_Latn-ltz_Latn,39.3,20.2,21.8
tso_Latn-lua_Latn,32.2,8.2,9.9
tso_Latn-lug_Latn,33.2,9.8,11.7
tso_Latn-luo_Latn,34.4,11.8,13.9
tso_Latn-lus_Latn,33.8,12,13.8
tso_Latn-lvs_Latn,39.3,19.7,20
tso_Latn-mag_Deva,39.5,22.1,24.1
tso_Latn-mai_Deva,31,14.7,19.3
tso_Latn-mal_Mlym,34.4,20.6,20.4
tso_Latn-mar_Deva,32.9,16.9,17.6
tso_Latn-min_Latn,41.9,19.1,21.1
tso_Latn-mkd_Cyrl,43.8,24.4,24.2
tso_Latn-mlt_Latn,40.8,18.5,24.2
tso_Latn-mni_Beng,30.5,19.3,29.1
tso_Latn-mos_Latn,22.5,5.6,9
tso_Latn-mri_Latn,40,17.9,20.2
tso_Latn-mya_Mymr,24.1,11.2,12.4
tso_Latn-nld_Latn,42.3,21.6,20.6
tso_Latn-nno_Latn,37.4,17,17
tso_Latn-nob_Latn,41.6,20.2,19.7
tso_Latn-npi_Deva,24.7,12.3,12.4
tso_Latn-nso_Latn,42.4,18.9,22.4
tso_Latn-nus_Latn,26.6,12.6,15.8
tso_Latn-nya_Latn,38.5,13.2,17.2
tso_Latn-oci_Latn,40.9,22.5,23
tso_Latn-ory_Orya,33.6,19.3,22.4
tso_Latn-pag_Latn,40.1,15.8,17.2
tso_Latn-pan_Guru,31.7,19.5,21.3
tso_Latn-pap_Latn,42.5,23.4,24.6
tso_Latn-pbt_Arab,30.1,15.3,14.6
tso_Latn-pes_Arab,37.8,21.5,21
tso_Latn-plt_Latn,39,15.4,17.4
tso_Latn-pol_Latn,36.8,20,17.7
tso_Latn-por_Latn,46.8,28.6,27.7
tso_Latn-prs_Arab,38.6,19.5,19
